Product ID,Product Name,Brand,Current Price,Original Price,Discount,Rating,Reviews,Stock Status,SellerInfo,CATEGORY,Current Price Average,Original Price Average,General_Category
GE810EA2BOEGBNAFAMZ,Samsung Galaxy A16    Full Cover Glass Screen Protector  Clear,Unknown Brand,110.00,140.00,21%,3.7,3,Available,art pro,Phones & Tablets,110.0,140.0,Phones & Tablets
XO639EA2ZAGT9NAFAMZ,XO XO BS27 Neckband Bluetooth EarphoneBLACK,XO,422.00,499.00,15%,4.0,6,Available,ARA store,Phones & Tablets,422.0,499.0,Phones & Tablets
VI235MP27ZSUBNAFAMZ,Vivo V40 Lite  67 128GB8GB Dual SIM 4G Mobile Phone  Silver,Vivo,10589.00,13765.70,23%,4.0,1,Available,Jumia,Phones & Tablets,10589.0,13765.7,Phones & Tablets
IN238EA2H3URSNAFAMZ,Inkax  EarBuds T3A Noise Cancelling Works On IPhone And Android,Inkax,566.00,999.00,43%,5.0,2,Available,Express Store EG,Phones & Tablets,566.0,999.0,Phones & Tablets
GE810EA23YZKJNAFAMZ,Redmi Note 13 Pro 4G Transparent Anti Fall Shockproof Case Full Protection Cover With Camera Sheild Clear With Back Frame,Unknown Brand,125.00,300.00,58%,0.0,0,Available,U-Store EG,Phones & Tablets,125.0,300.0,Phones & Tablets
RE540EA2Z0IJSNAFAMZ,realme realme Buds T01 White,realme,849.00,1200.00,29%,1.0,1,Available,TopShop MP,Phones & Tablets,849.0,1200.0,Phones & Tablets
NI556EA38DXVZNAFAMZ,Nine Car Holdar,Nine,380.00,440.00,14%,0.0,0,Available,Unknown,Phones & Tablets,380.0,440.0,Phones & Tablets
IN234MP1XSKBFNAFAMZ,Infinix MOBILE Hot 50 Dual SIM  88GB RAM 256GB 4G  Sage Green,Infinix,8349.00,15000.00,44%,1.0,1,Available,Radio Talaat Electronics Marketplace,Phones & Tablets,8349.0,15000.0,Phones & Tablets
SH574EA2CPP9ZNAFAMZ,SHEIN Silicone Suction,SHEIN,125.00,125.00,0%,0.0,0,Available,Sie Fashion,Phones & Tablets,125.0,125.0,Phones & Tablets
AN169EA1ZESGJNAFAMZ,Anker USB C Charger 20W Fast Charger With Foldable Plug PowerPort III 20W Cube Charger For IPhone 1414 Plus14 Pro14 Pro Max13 Galaxy Pixel 43 IPadiPad Mini Charging Cable Is Not Included,Anker,399.00,675.00,41%,0.0,0,Available,el malek off,Phones & Tablets,399.0,675.0,Phones & Tablets
GE810EA31WMN5NAFAMZ,Desktop Tablet Phone Holder Foldable Extend Phone Stand,Unknown Brand,85.00,120.00,29%,4.2,5,Available,Dukan Alaa.com,Phones & Tablets,85.0,120.0,Phones & Tablets
GE810EA2FZ1CNNAFAMZ,TENtech Clear TPU Shockproof Corners Case Cover for Samsung Galaxy A06  transparent,Unknown Brand,95.00,150.00,37%,5.0,1,Available,Ten Technology store,Phones & Tablets,95.0,150.0,Phones & Tablets
GE810EA2ZPGWWNAFAMZ,Metal Stainless Steel Strap  Band Bracelet For Smart Watch Classic 42  44  45  49 Mm,Unknown Brand,169.00,300.00,44%,4.0,5,Available,All Season Store,Phones & Tablets,169.0,300.0,Phones & Tablets
OR944EA071TNZNAFAMZ,Oraimo FreePods Lite  OTW330 True Wireless Earbuds  Black,Oraimo,744.00,1000.00,26%,4.1,91,Available,star store,Phones & Tablets,744.0,1000.0,Phones & Tablets
AN169EA2I9GPNNAFAMZ,Anker 60W 310 USBC to Lightning Cable 3ft MFi Certified Fast Charging Cable for iPhone 14 Plus 14 14 Pro Max 13 13 Pro 12 11 X XS XR White,Anker,650.00,800.00,19%,5.0,1,Available,Sherbiny.store,Phones & Tablets,650.0,800.0,Phones & Tablets
GE810EA2EBSEJNAFAMZ,head phone p9,Unknown Brand,400.00,400.00,0%,4.0,1,Available,el_zoz,Phones & Tablets,400.0,400.0,Phones & Tablets
BR968EL0Y7GI2NAFAMZ,ELADL Tec 924 Corded Office Phone With Caller ID,EL-ADL Tec,550.00,550.00,0%,4.4,163,Available,online-live,Phones & Tablets,550.0,550.0,Phones & Tablets
GE810EA0NJLVUNAFAMZ,Multiple Charging Cable Extra Bolded Multi USB Charger Cord 4ft For Cellphone Tablets Orange 3 In 1,Unknown Brand,135.00,200.00,33%,3.8,114,Available,Ts Marketplace,Phones & Tablets,135.0,200.0,Phones & Tablets
GE810EA2EA0IJNAFAMZ,Redmi Note 14 Pro 5G Hummer Full Protection Slim Case With Kickstand  Camera Shield Cover  Black,Unknown Brand,199.00,400.00,50%,5.0,1,Available,U-Store EG,Phones & Tablets,199.0,400.0,Phones & Tablets
GE810EA2EYBTNNAFAMZ,Car Kit Bluetooth Mp3 Player Supports CallingTF CardUSBRGB LED31A,Unknown Brand,159.00,190.00,16%,0.0,0,Available,Adam Market,Phones & Tablets,159.0,190.0,Phones & Tablets
XO639EA2DWET1NAFAMZ,XO Tws Earphones XOT4Pods Noise Canceling Wireless Bluetooth Double  EL TERND Bag,XO,399.98,399.98,0%,1.5,2,Available,EL TERND,Phones & Tablets,399.98,399.98,Phones & Tablets
HO474MP1Q15IGNAFAMZ,Honor 200  67 256GB12GB Dual SIM 5G Mobile Phone  Moonlight White,Honor,23519.00,30574.70,23%,5.0,1,Available,Jumia,Phones & Tablets,23519.0,30574.7,Phones & Tablets
GE810EA2RBPWUNAFAMZ,Realme 11 Pro Transparent Anti Fall Shockproof Case Full Protection Cover With Camera Sheild Clear With Back Frame,Unknown Brand,125.00,400.00,69%,5.0,1,Available,U-Store EG,Phones & Tablets,125.0,400.0,Phones & Tablets
GE810EA04DL61NAFAMZ,X8 Ultra Smart Watch 28 Inches Wireless Charging NFC,Unknown Brand,450.00,1099.00,59%,3.3,26,Available,A.M/K,Phones & Tablets,450.0,1099.0,Phones & Tablets
GE810EA1S8UQNNAFAMZ,XInova M2 Pods  Advanced Wireless Earbuds With ANC Crystal  Sound Deep Bass,Unknown Brand,749.00,1800.00,58%,3.7,10,Available,Smart-power Marketplace,Phones & Tablets,749.0,1800.0,Phones & Tablets
GE810EA1SOBGDNAFAMZ,Honor X7b Full Protection Case With Visa Card Slot Metal Ring  Slider Camera Cover,Unknown Brand,175.00,350.00,50%,0.0,0,Available,U-Store EG,Phones & Tablets,175.0,350.0,Phones & Tablets
GE810EA01HTN4NAFAMZ,Silicone Sport Smart Watch Band Replacement Strap For Huawei Band 8 Black,Unknown Brand,200.00,200.00,0%,4.1,17,Available,M.H.M E-COMMERCE,Phones & Tablets,200.0,200.0,Phones & Tablets
GE810EA2IP2HINAFAMZ,K21 Mobile Game Controller with Shooting Aim Buttons and L1R1 Sensitive Stick for Call of Duty PUBG Fortnite for iPhone Android 47 65 inch,Unknown Brand,199.00,500.00,60%,5.0,1,Available,doaa2shop,Phones & Tablets,199.0,500.0,Phones & Tablets
GE810EA2ZDG3JNAFAMZ,MD302777 Surface Holder Folding Metal 360 Degree More Convenient Grey,Unknown Brand,149.00,350.00,57%,3.0,1,Available,X-Tech Consignment,Phones & Tablets,149.0,350.0,Phones & Tablets
GE810EA2LTZPVNAFAMZ,Poco X6 Pro Transparent Anti Fall Shockproof Case Full Protection Cover With Camera Sheild Clear With Back Frame,Unknown Brand,125.00,300.00,58%,0.0,0,Available,U-Store EG,Phones & Tablets,125.0,300.0,Phones & Tablets
GE810EA1TI77VNAFAMZ,OPPO Reno 12 5g Hummer Full Protection Slim Case With Kickstand  Camera Shield Cover,Unknown Brand,149.00,400.00,63%,5.0,1,Available,U-Store EG,Phones & Tablets,149.0,400.0,Phones & Tablets
GE810EA2HNLO0NAFAMZ,Transparent Cover With Antishock Corners  Oppo Reno 12F 5G 4G  Plus Ultra Anti Shock Case,Unknown Brand,69.00,100.00,31%,4.1,9,Available,All Season Store,Phones & Tablets,69.0,100.0,Phones & Tablets
GE810EA2F39ZINAFAMZ,Samsung Galaxy Fit 3 AntiScratch HD Clear Soft Glass Film Screen Protector,Unknown Brand,77.00,99.00,22%,4.3,3,Available,Phone Fans consignment,Phones & Tablets,77.0,99.0,Phones & Tablets
RE540MP2CUUDVNAFAMZ,realme Note 60x  674 Inch 128GB4GB Dual SIM 4G Mobile Phone  Marble Black,realme,5444.00,6999.00,22%,5.0,1,Available,Mela Phone  Marketplace,Phones & Tablets,5444.0,6999.0,Phones & Tablets
GE810EA2IIB7QNAFAMZ,Honor X9b Transparent Anti Fall Shockproof Case Full Protection Cover With Camera Sheild Clear With Back Frame,Unknown Brand,175.00,400.00,56%,4.6,5,Available,U-Store EG,Phones & Tablets,175.0,400.0,Phones & Tablets
GE810EA21XK60NAFAMZ,Silicone Case Compatible With Anker Soundcore R50i NC Earbuds Go Shopping Made Of Soft Shockproof Silicone Features A Mounting Ring With Front LED Light Visibility In Black Providing Perfect Protection And Convenience,Unknown Brand,110.00,160.00,31%,5.0,1,Available,Go Shopping Marketplace,Phones & Tablets,110.0,160.0,Phones & Tablets
GE810EA30LDCJNAFAMZ,OPPO RENO 13 5GCover With An Ultrathin Design Shockproof Polycarbonate And Silicone With Camera Protection Redmi Note 13 Pro 4G   BLACK,Unknown Brand,250.00,250.00,0%,5.0,3,Available,Android.Shop,Phones & Tablets,250.0,250.0,Phones & Tablets
HI980EA1LN1DJNAFAMZ,Hikvision 32GB C1 Series MicroSD Memory Card With Adapter,Hikvision,185.00,399.00,54%,4.8,6,Available,Saudi Technology,Phones & Tablets,185.0,399.0,Phones & Tablets
GE810EA1OO3CQNAFAMZ,Samsung A71 Case Sliding Camera Cover Design Protective Case With 360 Degree Rot,Unknown Brand,125.00,250.00,50%,5.0,2,Available,grabology-DT.store,Phones & Tablets,125.0,250.0,Phones & Tablets
GE810EA1MXD83NAFAMZ,Ten Tech Transparent Cover With Antishock Corners Made Of Heatresistant Polyurethane For Xiaomi Redmi Note 9s  Note 9 Pro  Transparent,Unknown Brand,65.00,99.00,34%,4.1,17,Available,Ten Technology store,Phones & Tablets,65.0,99.0,Phones & Tablets
GE810EA2X3CUCNAFAMZ,desktop mobile phone folding stand,Unknown Brand,110.00,175.00,37%,0.0,0,Available,marwan&moamen market,Phones & Tablets,110.0,175.0,Phones & Tablets
XI606MP1QQTABNAFAMZ,XIAOMI Redmi Note 14 Mobile Phone  67 Inches  Dual SIM 4G 256GB8GB Blue,XIAOMI,10505.00,11000.00,5%,1.0,1,Available,Dr.Mobile,Phones & Tablets,10505.0,11000.0,Phones & Tablets
GE810EL0P04T5NAFAMZ,Lazy Boy 360 Flexible Long Arm Mobile Holder,Unknown Brand,134.00,1050.00,87%,4.1,9,Available,Mazaia Shop Marketplace,Phones & Tablets,134.0,1050.0,Phones & Tablets
GE810EA1BETZ4NAFAMZ,Redmi Watch 3 Active Strap High Quality Silicone Material Black,Unknown Brand,140.00,200.00,30%,4.0,22,Available,M.H.M E-COMMERCE,Phones & Tablets,140.0,200.0,Phones & Tablets
HK919EA1T6ZVTNAFAMZ,HK HK9 Ultra 2  MAX Smart Watch 212 Inches Touch Screen Dual Strap Black,HK,1249.90,2000.00,38%,5.0,3,Available,X-Tech Consignment,Phones & Tablets,1249.9,2000.0,Phones & Tablets
IN234MP30PNZ7NAFAMZ,Infinix Hot 50i  67 Inch  Dual SIM Mobile Phone 4G 256GB8GB  Sage Green,Infinix,5907.00,6500.00,9%,0.0,0,Available,Dr.Mobile,Phones & Tablets,5907.0,6500.0,Phones & Tablets
GE810EA389SXQNAFAMZ,T800 Ultra 2 Smart Watch Aluminum Case Sport Watch 45mm Fashion Design For Unisex  Orange,Unknown Brand,315.00,500.00,37%,1.0,1,Available,A Classic ,Phones & Tablets,315.0,500.0,Phones & Tablets
GE810EA05FEMHNAFAMZ,Xiaomi Redmi Note 9s  9 Pro Full Protection Case Card Bag  Slider Camera Cover  Black,Unknown Brand,199.00,500.00,60%,4.5,13,Available,U-Store EG,Phones & Tablets,199.0,500.0,Phones & Tablets
GE810EA1K2MFDNAFAMZ,Apple Watch Ultra 49mm TPU Protective Case  Midnight Blue,Unknown Brand,84.00,84.00,0%,4.0,2,Available,Phone Fans consignment,Phones & Tablets,84.0,84.0,Phones & Tablets
SA024MP360LFNNAFAMZ,Samsung A06  67 Inch 128GB6GB Dual SIM 4G Mobile Phone  Black,Samsung,6159.00,8006.70,23%,4.0,25,Available,Jumia,Phones & Tablets,6159.0,8006.7,Phones & Tablets
GE042MP20ZRDVNAFAMZ,General Edge 50 Fusion  12GB RAM  512GB  Marshmallow Blue,General,24299.00,24299.00,0%,0.0,0,Available,2B For Information Technology Systems,Phones & Tablets,24299.0,24299.0,Phones & Tablets
GE810EA2VAPOVNAFAMZ,Tempered Glass Screen Protector For Infinix Hot 50i  Infinix Smart 9  0 Black,Unknown Brand,129.00,129.00,0%,5.0,1,Available,S Marketplace EG,Phones & Tablets,129.0,129.0,Phones & Tablets
BR276EA1ZNHEANAFAMZ,ARROWS Screen Protector For Honor X9b,ARROWS,399.00,399.00,0%,1.0,2,Available,Desha Store ,Phones & Tablets,399.0,399.0,Phones & Tablets
GE810EA2S9S5ANAFAMZ,T900 Ultra 2 big NFC Smart Watch Bluetooth Call Wireless Charging Sport Smartwatch Body Temperature Monitor Call Wireless charging Touch Screen 219 inch HD Screen for IOS  android for men and women,Unknown Brand,500.00,500.00,0%,5.0,1,Available,adhomax,Phones & Tablets,500.0,500.0,Phones & Tablets
SU740MP2M65ZCNAFAMZ,OPPO A3X  4GB RAM  128GB  Nebula Red Official Warranty,OPPO,8899.00,8899.00,0%,0.0,0,Available,2B For Information Technology Systems,Phones & Tablets,8899.0,8899.0,Phones & Tablets
OP872MP2X09NVNAFAMZ,OPPO Mobile Reno 13F 5G 12GB Ram 256GB  Plume Purple,OPPO,18782.00,26000.00,28%,0.0,0,Available,Radio Talaat Electronics Marketplace,Phones & Tablets,18782.0,26000.0,Phones & Tablets
SO386EA2M7S1MNAFAMZ,SODO SD1105 HiFi Headphone  8Hour Battery Life TF Card Foldable Design  Black,SODO,390.00,390.00,0%,0.0,0,Available,WireOut Marketplace,Phones & Tablets,390.0,390.0,Phones & Tablets
GE810EA2PG8JCNAFAMZ,Lens Protective Tempered Film For IPhone 14 Pro Max   67 Max HD Transparent Camera Lens Cover,Unknown Brand,79.00,150.00,47%,5.0,2,Available,All Season Store,Phones & Tablets,79.0,150.0,Phones & Tablets
GE810EA1NN6P4NAFAMZ,OPPO Reno 12F 5G Anti Shock Transperent Case,Unknown Brand,90.00,90.00,0%,4.3,6,Available,Phone Fans consignment,Phones & Tablets,90.0,90.0,Phones & Tablets
JO326EA1H4RNUNAFAMZ,JOY ROOM JRT03S TWS Wireless Bluetooth Headset Earbuds  White,JOY ROOM,797.00,2500.00,68%,4.2,181,Available,Smart-power Marketplace,Phones & Tablets,797.0,2500.0,Phones & Tablets
GE810EA18RVDONAFAMZ,Ten Tech Transparent  Cover With Antishock Corners Made Of Heatresistant Polyurethane For IPhone 13  Transparent,Unknown Brand,70.00,100.00,30%,4.8,11,Available,Ten Technology store,Phones & Tablets,70.0,100.0,Phones & Tablets
AL044MP231UFFNAFAMZ,Alcatel 1067 18inch Dual SIM Mobile Phone ,Alcatel,745.00,745.00,0%,4.6,5,Available,El Ghanem Marketplace,Phones & Tablets,745.0,745.0,Phones & Tablets
GE810EA1ERLA6NAFAMZ,Selfie Stick Bluetooth With Light color Black,Unknown Brand,157.00,195.00,19%,3.3,18,Available,marwan&moamen market,Phones & Tablets,157.0,195.0,Phones & Tablets
GE810EA00QDNVNAFAMZ,Fast Charging And Data Transfer Cable 120W From Type C To Type C  1 Meter Long,Unknown Brand,109.80,109.80,0%,3.2,5,Available,EL TERND,Phones & Tablets,109.8,109.8,Phones & Tablets
GE810EA1QN7BYNAFAMZ,Xiaomi Redmi Note 14 Pro Transparent Anti Fall Shockproof Case Full Protection Cover with Camera Sheild Clear With Back Frame,Unknown Brand,149.00,400.00,63%,1.0,1,Available,U-Store EG,Phones & Tablets,149.0,400.0,Phones & Tablets
GE810EA2WU7CCNAFAMZ,Tentech Soft Silicone Sports Band Compatible With Xiaomi Redmi Watch 2 Lite Mi Watch Lite Poco Watch Redmi Watch 2 Horloge 2 Adjustable Soft Silicone Wristband With Frame  Pink,Unknown Brand,130.00,199.00,35%,0.0,0,Available,Ten Technology store,Phones & Tablets,130.0,199.0,Phones & Tablets
GE810EA2ECCXFNAFAMZ,Honor X8b Transparent Anti Fall Shockproof Case Full Protection Cover With Camera Sheild Clear With Back Frame,Unknown Brand,195.00,300.00,35%,4.7,3,Available,U-Store EG,Phones & Tablets,195.0,300.0,Phones & Tablets
GE810EA2PCDN3NAFAMZ,Privacy Screen Protector Full Curve For Infinix Hot 50i  Infinix Smart 9  0  Black,Unknown Brand,110.00,110.00,0%,0.0,0,Available,S Marketplace EG,Phones & Tablets,110.0,110.0,Phones & Tablets
GE810EA0P4QRDNAFAMZ,Huawei Band 8 Luxury Design Replacement Band Breathable And Waterproof Stainless Steel Mesh Strap Magnetic Black,Unknown Brand,200.00,300.00,33%,4.7,6,Available,M.H.M E-COMMERCE,Phones & Tablets,200.0,300.0,Phones & Tablets
NI887EA2USSQINAFAMZ,Nillkin Apple IPhone 13 Pro Max CamShield Pro Case Black,Nillkin,349.00,399.00,13%,5.0,2,Available,Vtms Marketplace,Phones & Tablets,349.0,399.0,Phones & Tablets
GE810EA1TDBTZNAFAMZ,Soft Silicone Protective Case Cover For Redmi Watch 5 Active Silver,Unknown Brand,120.00,150.00,20%,4.5,2,Available,M.H.M E-COMMERCE,Phones & Tablets,120.0,150.0,Phones & Tablets
GE810EA0Y0FK9NAFAMZ,HD Glass Screen Protector For  Samsung Galaxy A52s 5G  Samsung Galaxy A52 5G,Unknown Brand,129.00,129.00,0%,0.0,0,Available,S Marketplace EG,Phones & Tablets,129.0,129.0,Phones & Tablets
JO326EA2PXQX7NAFAMZ,JOY ROOM Lightning  Data And Charging  Cable  Stronger Durable,JOY ROOM,69.00,100.00,31%,4.0,3,Available,Smart-power Marketplace,Phones & Tablets,69.0,100.0,Phones & Tablets
EA429EA22RXF6NAFAMZ,Earldom Stereo Sound Earphones E43  Handfree  Earldom  White,Earldom,77.00,179.00,57%,5.0,1,Available,El.doctor shop Marketplace,Phones & Tablets,77.0,179.0,Phones & Tablets
SO386EL1B7AITNAFAMZ,SODO 1004 Wireless Headphone  Black,SODO,520.00,520.00,0%,4.7,23,Available,simona store,Phones & Tablets,520.0,520.0,Phones & Tablets
GE810EA2HL0B7NAFAMZ,Versatile And Adjustable Electronic Device Stand,Unknown Brand,110.00,349.99,69%,2.5,2,Available,Al3la,Phones & Tablets,110.0,349.99,Phones & Tablets
MA454EA2LRPORNAFAMZ,Majentik Power Bank MJ13 10000 MAh,Majentik,950.00,1500.00,37%,4.0,8,Available,Dukan Alaa.com,Phones & Tablets,950.0,1500.0,Phones & Tablets
RE540MP326I9CNAFAMZ,realme C63 Dual SIM 256GB 8GB RAM 4G  Blue,realme,7999.00,8500.00,6%,4.6,14,Available,Mohamed-store,Phones & Tablets,7999.0,8500.0,Phones & Tablets
GE810EL0JKQGGNAFAMZ,Light Ring  26 Cm With Stand For Selfie And Photography Purposes  210 Cm For Camera  Phone,Unknown Brand,279.00,310.00,10%,4.2,88,Available,simona store,Phones & Tablets,279.0,310.0,Phones & Tablets
GE810EA04NO3ANAFAMZ,Pubg Full Hand Gaming GlovesBlack,Unknown Brand,94.93,94.93,0%,4.0,11,Available,EL TERND,Phones & Tablets,94.93,94.93,Phones & Tablets
GE810EA2XULI8NAFAMZ,PUBG Mobile Controller Sixfinger Gamepad Compatible For All Kinds Of Hand Games AK66,Unknown Brand,190.00,190.00,0%,2.7,3,Available,WireOut Marketplace,Phones & Tablets,190.0,190.0,Phones & Tablets
GE810EA2VWCZ8NAFAMZ,Poco X3 Pro Case Case Sliding Camera Cover Design Protective Case With 360 Degree Rot,Unknown Brand,140.00,199.00,30%,4.7,3,Available,grabology-DT.store,Phones & Tablets,140.0,199.0,Phones & Tablets
SA024MP30VRYNNAFAMZ,Samsung Galaxy A16  6GB RAM  128GB  Grey,Samsung,10899.00,10899.00,0%,0.0,0,Available,2B For Information Technology Systems,Phones & Tablets,10899.0,10899.0,Phones & Tablets
GE810EA2I8HANNAFAMZ,Lightweight 3D VR Glasses  High Definition Aspherical Lenses  Compatible with Various Phones with Screen Size of 476 Inch Small and Comfortable Design,Unknown Brand,275.00,275.00,0%,3.0,1,Available,WireOut Marketplace,Phones & Tablets,275.0,275.0,Phones & Tablets
EA429EA2ULX1ANAFAMZ,Earldom EU45 Original  18W Travel Charger With QC30 Fast Charging With Type C Cable,Earldom,139.00,350.00,60%,4.0,2,Available,Smart-power Marketplace,Phones & Tablets,139.0,350.0,Phones & Tablets
GE810EA09H8H8NAFAMZ,Ten Tech Transparent  Cover With Antishock Corners Made Of Heatresistant Polyurethane For Samsung Galaxy A51  Transparent,Unknown Brand,62.00,99.00,37%,4.8,4,Available,Ten Technology store,Phones & Tablets,62.0,99.0,Phones & Tablets
IN234MP1Y03DRNAFAMZ,Infinix HOT 50i Dual SIM 256GB  88GB RAM 4G TITANIUM GREY,Infinix,6186.00,7000.00,12%,0.0,0,Available,Radio Talaat Electronics Marketplace,Phones & Tablets,6186.0,7000.0,Phones & Tablets
GI737MP270CLVNAFAMZ,Girasole Girsole G30 Black,Girasole,620.00,620.00,0%,0.0,0,Available,A Classic ,Phones & Tablets,620.0,620.0,Phones & Tablets
SA024MP2PXWY7NAFAMZ,Samsung Galaxy A06 Dual SIM 4G 64GB4GB Mobile Phone  Black 67 Inch,Samsung,5362.00,6000.00,11%,0.0,0,Available,Dr.Mobile,Phones & Tablets,5362.0,6000.0,Phones & Tablets
GE810EA35UJZVNAFAMZ,Case Compatible with Iphone16 Pro Max Phone Compatible with Magsafe MilGrade Drop Protection  Slim Thin Protective Cover Case for Iphone 16 Pro Max Case Titanium Gray,Unknown Brand,190.00,350.00,46%,0.0,0,Available,M.H.M E-COMMERCE,Phones & Tablets,190.0,350.0,Phones & Tablets
GE810EA0R0PMKNAFAMZ,Charging And Data Cable 6A USB To TypeC Supports The Highest Charging Speed,Unknown Brand,94.93,94.93,0%,4.2,11,Available,EL TERND,Phones & Tablets,94.93,94.93,Phones & Tablets
IT359MP1Z3SRSNAFAMZ,Itel A70  66 128GB4GB Dual SIM 4G Mobile Phone  Azure Blue,Itel,4339.00,5499.00,21%,3.0,1,Available,Jumia,Phones & Tablets,4339.0,5499.0,Phones & Tablets
RE540MP1PIKGNNAFAMZ,realme C75  67 Inch 128GB8GB Dual SIM 4G Mobile Phone  Storm Black,realme,9699.00,11638.80,17%,0.0,0,Available,Jumia,Phones & Tablets,9699.0,11638.8,Phones & Tablets
GI737MP2IABKRNAFAMZ,Girasole Girasole G3024inch Dual SIM Mobile Phone  gold Earphone Free 12 Months Warranty,Girasole,590.00,780.00,24%,5.0,1,Available,A.M/K,Phones & Tablets,590.0,780.0,Phones & Tablets
GE810EA1XJLMGNAFAMZ,Leather Flip Phone Case For Samsung Galaxy A06 0 BLACK,Unknown Brand,127.00,127.00,0%,3.0,1,Available,S Marketplace EG,Phones & Tablets,127.0,127.0,Phones & Tablets
GE810EA04X4U8NAFAMZ,Ten Tech Transparent  Cover With Antishock Corners Made Of Heatresistant Polyurethane For IPhone 11  Transparent,Unknown Brand,79.00,100.00,21%,4.5,22,Available,Ten Technology store,Phones & Tablets,79.0,100.0,Phones & Tablets
SA024EA2LTZVFNAFAMZ,Samsung 25W Power Delivery Charger  Fast Safe  Reliable Charging,Samsung,250.00,499.00,50%,0.0,0,Available,Al-Tawhid,Phones & Tablets,250.0,499.0,Phones & Tablets
IT359MP31M9PWNAFAMZ,Itel  IT 2166 Dual Camera Feature Phone 2 Inch Size Deep Blue,Itel,618.00,950.00,35%,3.5,2,Available,A Classic ,Phones & Tablets,618.0,950.0,Phones & Tablets
CE162EA14D2UMNAFAMZ,Celebrat G6 Original High Fidelity Stereo Sound Earphones  White,Celebrat,110.00,155.00,29%,4.1,29,Available,El.doctor shop Marketplace,Phones & Tablets,110.0,155.0,Phones & Tablets
